Nikola Pekovic,Minnesota Timberwolves,14.0,C,30.0,12100000.0
Tayshaun Prince,Minnesota Timberwolves,12.0,SF,36.0,947276.0
Ricky Rubio,Minnesota Timberwolves,9.0,PG,25.0,12700000.0
Damjan Rudez,Minnesota Timberwolves,10.0,SF,29.0,1149500.0
Greg Smith,Minnesota Timberwolves,4.0,PF,25.0,
Karl-Anthony Towns,Minnesota Timberwolves,32.0,C,20.0,5703600.0
Andrew Wiggins,Minnesota Timberwolves,22.0,SG,21.0,5758680.0
Steven Adams,Oklahoma City Thunder,12.0,C,22.0,2279040.0
Nick Collison,Oklahoma City Thunder,4.0,PF,35.0,3750000.0
Kevin Durant,Oklahoma City Thunder,35.0,SF,27.0,20158622.0
Randy Foye,Oklahoma City Thunder,6.0,SG,32.0,3135000.0
Josh Huestis,Oklahoma City Thunder,34.0,SF,24.0,1140240.0
Serge Ibaka,Oklahoma City Thunder,9.0,PF,26.0,12250000.0
Enes Kanter,Oklahoma City Thunder,11.0,C,24.0,16407500.0
Mitch McGary,Oklahoma City Thunder,33.0,PF,24.0,1463040.0
Nazr Mohammed,Oklahoma City Thunder,13.0,C,38.0,222888.0
Anthony Morrow,Oklahoma City Thunder,2.0,SG,30.0,3344000.0
Cameron Payne,Oklahoma City Thunder,22.0,PG,21.0,2021520.0
Andre Roberson,Oklahoma City Thunder,21.0,SG,24.0,1210800.0
Kyle Singler,Oklahoma City Thunder,5.0,SF,28.0,4500000.0
Dion Waiters,Oklahoma City Thunder,3.0,SG,24.0,5138430.0
Russell Westbrook,Oklahoma City Thunder,0.0,PG,27.0,16744218.0
Cliff Alexander,Portland Trail Blazers,34.0,PF,20.0,525093.0
Al-Farouq Aminu,Portland Trail Blazers,8.0,SF,25.0,8042895.0
Pat Connaughton,Portland Trail Blazers,5.0,SG,23.0,625093.0
Allen Crabbe,Portland Trail Blazers,23.0,SG,24.0,947276.0
Ed Davis,Portland Trail Blazers,17.0,C,27.0,6980802.0
Maurice Harkless,Portland Trail Blazers,4.0,SF,23.0,2894059.0
Gerald Henderson,Portland Trail Blazers,9.0,SG,28.0,6000000.0
Chris Kaman,Portland Trail Blazers,35.0,C,34.0,5016000.0
Meyers Leonard,Portland Trail Blazers,11.0,PF,24.0,3075880.0
Damian Lillard,Portland Trail Blazers,0.0,PG,25.0,4236287.0
C.J. McCollum,Portland Trail Blazers,3.0,SG,24.0,2525160.0
Luis Montero,Portland Trail Blazers,44.0,SG,23.0,525093.0
Mason Plumlee,Portland Trail Blazers,24.0,C,26.0,1415520.0
Brian Roberts,Portland Trail Blazers,2.0,PG,30.0,2854940.0
Noah Vonleh,Portland Trail Blazers,21.0,PF,20.0,2637720.0
Trevor Booker,Utah Jazz,33.0,PF,28.0,4775000.0
Trey Burke,Utah Jazz,3.0,PG,23.0,2658240.0
Alec Burks,Utah Jazz,10.0,SG,24.0,9463484.0
Dante Exum,Utah Jazz,11.0,PG,20.0,3777720.0
Derrick Favors,Utah Jazz,15.0,PF,24.0,12000000.0
Rudy Gobert,Utah Jazz,27.0,C,23.0,1175880.0
Gordon Hayward,Utah Jazz,20.0,SF,26.0,15409570.0
Rodney Hood,Utah Jazz,5.0,SG,23.0,1348440.0
Joe Ingles,Utah Jazz,2.0,SF,28.0,2050000.0
Chris Johnson,Utah Jazz,23.0,SF,26.0,981348.0
Trey Lyles,Utah Jazz,41.0,PF,20.0,2239800.0
Shelvin Mack,Utah Jazz,8.0,PG,26.0,2433333.0
Raul Neto,Utah Jazz,25.0,PG,24.0,900000.0
Tibor Pleiss,Utah Jazz,21.0,C,26.0,2900000.0
Jeff Withey,Utah Jazz,24.0,C,26.0,947276.0
